WONumber,Category,BriefDesc,ItemCode,ItemDesc,Qty,UnitPrice,TotalAmt,CompleteDate,ExpenseType,Client,Vendor
422310,"Supplies","1371-BLDG SIGNS/NUMBER             ","37-00500        ","Floor Indicator By Number",3,8,24,"2023-03-13 15:07:02","Payables","LEMLE REALTY CORP., 2201 WALTON AVE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-04500        ","Wall Cab 42/30",1,346.2,346.2,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-04000        ","Wall Cab 30/18",1,192.1,192.1,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-04301        ","Wall Cab 33/18",1,207,207,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-03500        ","Wall Cab 21/18",2,153.9,307.8,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-03550        ","Wall Cab 21/30",1,204.7,204.7,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-02700        ","Sink Base 33",1,331.2,331.2,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-00500        ","Base Cabinet 30",1,389.9,389.9,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-00450        ","Base Cabinet 27",1,370.3,370.3,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
452146,"Supplies","3505-5A-CABINETS                   ","05-02555        ","Filler 6x84",1,188.6,188.6,"2023-03-06 08:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","ALLTYPE MAINTENANCE CORP."
